smiles,node_id,num_expansions,rollout_num,score,Q_value,num_reactions,reaction_1_id,building_block_1_1_id,building_block_1_1_smiles,building_block_1_2_id,building_block_1_2_smiles,building_block_1_3_id,building_block_1_3_smiles
O=C(NCc1nnc(C2CCCN(C(=O)c3c4c(cc([N+](=O)[O-])c3[N+](=O)[O-])OCCO4)C2)[nH]1)c1cc([N+](=O)[O-])[nH]n1,84951,0,51,-154.41761779785156,0.0,1,275592,27030975,CC(C)(C)OC(=O)NCc1nnc(C2CCCNC2)[nH]1,9550829,O=C(O)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2,57653.0,O=C(O)c1cc([N+](=O)[O-])[nH]n1
O=C(Oc1ccc(C=C2CCCC3C2=NN(C(=O)CCl)C3c2ccc(F)cc2)cc1)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,84921,1,41,-154.4140167236328,-154.4140167236328,1,1458,1274,O=C(O)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,4269,O=C(CCl)N1N=C2C(=Cc3ccc(F)cc3)CCCC2C1c1ccc(F)cc1,,
O=C(Oc1ccc(C2C3CCCC(=Cc4ccc(F)cc4)C3=NN2C(=O)CCl)cc1)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,84922,0,41,-154.30178833007812,0.0,1,1458,1274,O=C(O)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,4269,O=C(CCl)N1N=C2C(=Cc3ccc(F)cc3)CCCC2C1c1ccc(F)cc1,,
O=C(NCCN(C(=O)c1cccc(-c2noc(O)n2)c1)C(=O)C1CCCNC1)c1cccc(-c2noc(O)n2)c1,85303,1,178,-154.2958526611328,-154.2958526611328,1,275592,2049801,CC(C)(C)OC(=O)NCCNC(=O)C1CCCNC1,4788198,O=C(O)c1cccc(-c2noc(O)n2)c1,4788198.0,O=C(O)c1cccc(-c2noc(O)n2)c1
O=C(CCc1nc(-c2nnc[nH]2)no1)NCc1nc(O)cc(CNC(=O)c2nnc(O)cc2O)n1,84870,1,22,-154.25927734375,-154.25927734375,1,275592,22976339,CC(C)(C)OC(=O)NCc1cc(O)nc(CN)n1,2047732,O=C(O)CCc1nc(-c2nnc[nH]2)no1,10991181.0,O=C(O)c1nnc(O)cc1O
Nc1nc(C(=O)NCCc2ocnc2CNC(=O)c2ccnc3[nH]c(O)nc23)ccc1[N+](=O)[O-],85097,1,104,-154.24630737304688,-154.24630737304688,1,275592,26553988,CC(C)(C)OC(=O)NCCc1ocnc1CN,15270890,O=C(O)c1ccnc2[nH]c(O)nc12,3624789.0,Nc1nc(C(=O)O)ccc1[N+](=O)[O-]
O=C(NNC(=O)c1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1O)c1ccc(-n2cnnn2)cc1,84858,0,18,-154.17076110839844,0.0,1,22,13904,NNC(=O)c1ccc(-n2cnnn2)cc1,1375,O=C(O)c1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1O,,
Cc1nc(O)c(C(=O)NC2COCC2C(NC(=O)c2c(O)nc(C)c([N+](=O)[O-])c2C)c2ccccc2)c(C)c1[N+](=O)[O-],85190,1,137,-154.1678466796875,-154.1678466796875,1,275592,26020705,CC(C)(C)OC(=O)NC1COCC1C(N)c1ccccc1,7530470,Cc1nc(O)c(C(=O)O)c(C)c1[N+](=O)[O-],7530470.0,Cc1nc(O)c(C(=O)O)c(C)c1[N+](=O)[O-]
O=C(CCc1nc(-c2nnc[nH]2)no1)NCc1cc(O)nc(CNC(=O)c2nnc(O)cc2O)n1,84871,0,22,-154.1553955078125,0.0,1,275592,22976339,CC(C)(C)OC(=O)NCc1cc(O)nc(CN)n1,10991181,O=C(O)c1nnc(O)cc1O,2047732.0,O=C(O)CCc1nc(-c2nnc[nH]2)no1
Cn1ccnc1C1CN(C(=O)CCCN=[N+]=[N-])CC1NC(=O)c1ccccc1-c1nnc(-c2ccc(F)cc2)o1,85584,1,284,-154.15065002441406,-154.15065002441406,1,275592,26057481,Cn1ccnc1C1CNCC1NC(=O)OC(C)(C)C,9325330,[N-]=[N+]=NCCCC(=O)O,24692674.0,O=C(O)c1ccccc1-c1nnc(-c2ccc(F)cc2)o1
Cn1cc([N+](=O)[O-])c(C(=O)NCCCN(Cc2cccnc2)C(=O)c2nc3[nH]c(-c4ccccc4)cc(=O)n3n2)n1,85835,1,374,-154.14639282226562,-154.14639282226562,1,275592,257038,CC(C)(C)OC(=O)N(CCCN)Cc1cccnc1,2991182,Cn1cc([N+](=O)[O-])c(C(=O)O)n1,691814.0,O=C(O)c1nc2[nH]c(-c3ccccc3)cc(=O)n2n1
Cn1cc([N+](=O)[O-])c(C(=O)N(CCCNC(=O)c2nc3[nH]c(-c4ccccc4)cc(=O)n3n2)Cc2cccnc2)n1,85834,0,374,-154.0535888671875,0.0,1,275592,257038,CC(C)(C)OC(=O)N(CCCN)Cc1cccnc1,691814,O=C(O)c1nc2[nH]c(-c3ccccc3)cc(=O)n2n1,2991182.0,Cn1cc([N+](=O)[O-])c(C(=O)O)n1
N#Cc1ccccc1OCc1ccc(C(=O)NCc2ccc(CNC(=O)c3n[nH]c4nc[nH]c(=O)c34)cc2)o1,85947,1,415,-154.03675842285156,-154.03675842285156,1,275592,2794491,CC(C)(C)OC(=O)NCc1ccc(CN)cc1,24231708,O=C(O)c1n[nH]c2nc[nH]c(=O)c12,141876.0,N#Cc1ccccc1OCc1ccc(C(=O)O)o1
O=C(CCc1nc(-c2nnc[nH]2)no1)NCc1cn(C2COCC2CNC(=O)c2nccnc2O)nn1,85082,1,99,-154.02838134765625,-154.02838134765625,1,275592,26057533,CC(C)(C)OC(=O)NCC1COCC1n1cc(CN)nn1,2047732,O=C(O)CCc1nc(-c2nnc[nH]2)no1,2790322.0,O=C(O)c1nccnc1O
O=C(NCCNC(=O)C1CCCN(C(=O)c2cccc(-c3noc(O)n3)c2)C1)c1cccc(-c2noc(O)n2)c1,85304,0,178,-154.00233459472656,0.0,1,275592,2049801,CC(C)(C)OC(=O)NCCNC(=O)C1CCCNC1,4788198,O=C(O)c1cccc(-c2noc(O)n2)c1,4788198.0,O=C(O)c1cccc(-c2noc(O)n2)c1
NCC12CC(C(=O)NC(=O)c3ccc(-n4cnnn4)cc3)(C1)C1(CN(C(=O)c3ccc(-n4cnnn4)cc3)C1)O2,85688,1,323,-153.8562469482422,-153.8562469482422,1,275592,26362335,CC(C)(C)OC(=O)N1CC2(C1)OC1(CN)CC2(C(N)=O)C1,10597,O=C(O)c1ccc(-n2cnnn2)cc1,10597.0,O=C(O)c1ccc(-n2cnnn2)cc1
COc1cccc(CC(C(=O)NCC(NC(=O)C(Cc2cccc(OC)c2)n2nnnc2C)c2ccc(C)cc2)n2nnnc2C)c1,86026,1,444,-153.81443786621094,-153.81443786621094,1,275592,8410043,Cc1ccc(C(CN)NC(=O)OC(C)(C)C)cc1,1135281,COc1cccc(CC(C(=O)O)n2nnnc2C)c1,1135281.0,COc1cccc(CC(C(=O)O)n2nnnc2C)c1
NC(=O)C12CC(CNC(=O)c3ccc(-n4cnnn4)cc3)(C1)OC21CN(C(=O)c2ccc(-n3cnnn3)cc2)C1,85687,0,323,-153.7666778564453,0.0,1,275592,26362335,CC(C)(C)OC(=O)N1CC2(C1)OC1(CN)CC2(C(N)=O)C1,10597,O=C(O)c1ccc(-n2cnnn2)cc1,10597.0,O=C(O)c1ccc(-n2cnnn2)cc1
O=C(CCc1nc(-c2nnc[nH]2)no1)NCC1COCC1n1cc(CNC(=O)c2nccnc2O)nn1,85081,0,99,-153.71665954589844,0.0,1,275592,26057533,CC(C)(C)OC(=O)NCC1COCC1n1cc(CN)nn1,2790322,O=C(O)c1nccnc1O,2047732.0,O=C(O)CCc1nc(-c2nnc[nH]2)no1
CCC(Nc1nnnn1-c1ccccc1)C(=O)NC1CN(C(=O)c2ccccc2-n2cnnn2)CC1c1ccc(OC)cc1,85679,1,320,-153.6995086669922,-153.6995086669922,1,275592,24351104,COc1ccc(C2CNCC2NC(=O)OC(C)(C)C)cc1,14499,O=C(O)c1ccccc1-n1cnnn1,2078826.0,CCC(Nc1nnnn1-c1ccccc1)C(=O)O
O=C(Nc1ccc(CCc2nnn[nH]2)cc1)c1c2c(nc3ccccc13)C(=Cc1ccc([N+](=O)[O-])cc1)CCC2,85355,1,197,-153.6985321044922,-153.6985321044922,1,22,3100375,Nc1ccc(CCc2nnn[nH]2)cc1,6553,O=C(O)c1c2c(nc3ccccc13)C(=Cc1ccc([N+](=O)[O-])cc1)CCC2,,
Cc1ccc(-n2nc(C(=O)NCc3cn(CCNC(=O)c4nnc(O)cc4O)nn3)c(O)cc2=O)cc1,86015,1,440,-153.68177795410156,-153.68177795410156,1,275592,26287805,CC(C)(C)OC(=O)NCc1cn(CCN)nn1,10991181,O=C(O)c1nnc(O)cc1O,3934025.0,Cc1ccc(-n2nc(C(=O)O)c(O)cc2=O)cc1
Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1C(=O)N(N)C(=O)c1ccc(-n2cnnn2)cc1,85342,1,192,-153.66261291503906,-153.66261291503906,1,22,13904,NNC(=O)c1ccc(-n2cnnn2)cc1,16965,Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1C(=O)O,,
NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1nnn[nH]1)c1ccc(F)cc1F,86038,1,448,-153.63446044921875,-153.63446044921875,1,22,26359933,NC(Cc1nnn[nH]1)c1ccc(F)cc1F,8063,NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)O,,
Cc1[nH]nc(C(=O)N2CC(N=[N+]=[N-])C(NC(=O)c3cnncc3O)C2)c1[N+](=O)[O-],85004,1,71,-153.61949157714844,-153.61949157714844,1,275592,26760406,CC(C)(C)OC(=O)N1CC(N)C(N=[N+]=[N-])C1,3480992,O=C(O)c1cnncc1O,2019713.0,Cc1[nH]nc(C(=O)O)c1[N+](=O)[O-]
Cc1ccc(-n2nc(C(=O)NCCn3cc(CNC(=O)c4nnc(O)cc4O)nn3)c(O)cc2=O)cc1,86014,0,440,-153.61619567871094,0.0,1,275592,26287805,CC(C)(C)OC(=O)NCc1cn(CCN)nn1,3934025,Cc1ccc(-n2nc(C(=O)O)c(O)cc2=O)cc1,10991181.0,O=C(O)c1nnc(O)cc1O
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)N(N)C(=O)c1c[nH]nn1)C(C)C,85746,1,344,-153.61512756347656,-153.61512756347656,1,22,2231589,NNC(=O)c1c[nH]nn1,4020798,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,,
O=C(c1ccc(Cn2cnc([N+](=O)[O-])n2)cc1)N1CCC(N(Cc2ccccn2)C(=O)c2ccc(-n3nc(Cc4ccccc4)cc3O)cc2)CC1,85523,1,260,-153.56092834472656,-153.56092834472656,1,275592,6936890,CC(C)(C)OC(=O)N1CCC(NCc2ccccn2)CC1,16722027,O=C(O)c1ccc(-n2nc(Cc3ccccc3)cc2O)cc1,3575154.0,O=C(O)c1ccc(Cn2cnc([N+](=O)[O-])n2)cc1
CC(=O)Oc1ccc(CC(C(=O)Nc2nc(-c3cccc(-n4cnnn4)c3)cs2)N2C(=O)c3ccccc3C2=O)cc1,85397,1,213,-153.50721740722656,-153.50721740722656,1,11,90063,Nc1nc(-c2cccc(-n3cnnn3)c2)cs1,7441,CC(=O)Oc1ccc(CC(C(=O)O)N2C(=O)c3ccccc3C2=O)cc1,,
O=C(NCc1ccc(CNC(=O)c2cnc3[nH]nnc3c2)c(F)c1)c1cccc(-n2cnnn2)c1,85886,1,394,-153.48471069335938,-153.48471069335938,1,275592,22814031,CC(C)(C)OC(=O)NCc1ccc(CN)c(F)c1,3612887,O=C(O)c1cnc2[nH]nnc2c1,14388.0,O=C(O)c1cccc(-n2cnnn2)c1
O=C(OCC(=O)N1N=C2C(=Cc3ccc(F)cc3)CCCC2C1c1ccc(F)cc1)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,84920,0,41,-153.4680938720703,0.0,1,1458,1274,O=C(O)c1cc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1O,4269,O=C(CCl)N1N=C2C(=Cc3ccc(F)cc3)CCCC2C1c1ccc(F)cc1,,
CC(Cn1cc(CNC(=O)c2ccc([N+](=O)[O-])o2)nn1)NC(=O)c1ccc2[nH]nnc2c1O,84970,1,58,-153.39683532714844,-153.39683532714844,1,275592,26376744,CC(Cn1cc(CN)nn1)NC(=O)OC(C)(C)C,65,O=C(O)c1ccc([N+](=O)[O-])o1,15153922.0,O=C(O)c1ccc2[nH]nnc2c1O
O=C(NCc1cc(OC2CCN(C(=O)c3c4c(cc([N+](=O)[O-])c3[N+](=O)[O-])OCCO4)C2)ccn1)c1ccn(-c2ccc([N+](=O)[O-])cc2)n1,86051,1,453,-153.3954620361328,-153.3954620361328,1,275592,24366312,CC(C)(C)OC(=O)N1CCC(Oc2ccnc(CN)c2)C1,941954,O=C(O)c1ccn(-c2ccc([N+](=O)[O-])cc2)n1,9550829.0,O=C(O)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2
NC(CN(C(=O)c1ccc(-n2ccnn2)cc1)C(=O)c1ccccc1NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ccccc1,85392,1,211,-153.37509155273438,-153.37509155273438,1,240690,26734454,NC(CNC(=O)c1ccc(-n2ccnn2)cc1)c1ccccc1,1040,O=C(O)c1ccccc1NS(=O)(=O)c1cccc([N+](=O)[O-])c1,,
[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)NCc2nnn[nH]2)c1,84816,1,3,-153.3671112060547,-153.3671112060547,1,22,2041063,NCc1nnn[nH]1,11297023,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)O)c1,,
O=C(NCc1cc(OC2CCN(C(=O)c3ccn(-c4ccc([N+](=O)[O-])cc4)n3)C2)ccn1)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2,86052,0,453,-153.35935974121094,0.0,1,275592,24366312,CC(C)(C)OC(=O)N1CCC(Oc2ccnc(CN)c2)C1,9550829,O=C(O)c1c2c(cc([N+](=O)[O-])c1[N+](=O)[O-])OCCO2,941954.0,O=C(O)c1ccn(-c2ccc([N+](=O)[O-])cc2)n1
Cn1nnnc1Sc1ccc(C(=O)NC2CN(C(=O)c3nc4cncnc4nc3O)CC2n2ccnn2)cc1[N+](=O)[O-],85148,1,122,-153.3357696533203,-153.3357696533203,1,275592,24278857,CC(C)(C)OC(=O)N1CC(N)C(n2ccnn2)C1,9617,Cn1nnnc1Sc1ccc(C(=O)O)cc1[N+](=O)[O-],3745451.0,O=C(O)c1nc2cncnc2nc1O
O=C(COC(=O)c1ccccc1N=Nc1ccc(O)cc1)Nc1cc(-c2ccc(C3CCCCC3)cc2)nn1-c1ccccc1,84993,1,67,-153.2903594970703,-153.2903594970703,1,1458,15541,O=C(O)c1ccccc1N=Nc1ccc(O)cc1,16774,O=C(CCl)Nc1cc(-c2ccc(C3CCCCC3)cc2)nn1-c1ccccc1,,
COCCCN(C(=O)COC(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1O)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,84906,1,36,-153.28724670410156,-153.28724670410156,1,1458,1356,O=C(O)c1ccc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1O,10951,COCCCN(C(=O)CCl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,,
O=C(Nc1ccc(-n2nn[nH]c2=O)cc1)C(Cc1ccccc1)N1C(=O)NC(Cc2ccccc2)C1=O,85406,1,217,-153.2552032470703,-153.2552032470703,1,22,3850092,Nc1ccc(-n2nn[nH]c2=O)cc1,2230471,O=C(O)C(Cc1ccccc1)N1C(=O)NC(Cc2ccccc2)C1=O,,
O=C(NCc1ccc(CNC(=O)c2cccc(-n3cnnn3)c2)c(F)c1)c1cnc2[nH]nnc2c1,85885,0,394,-153.2467803955078,0.0,1,275592,22814031,CC(C)(C)OC(=O)NCc1ccc(CN)c(F)c1,14388,O=C(O)c1cccc(-n2cnnn2)c1,3612887.0,O=C(O)c1cnc2[nH]nnc2c1
O=C(NCCn1cc(CNC(=O)c2cc([N+](=O)[O-])[nH]n2)nn1)c1cc([N+](=O)[O-])[nH]n1,84844,1,13,-153.23789978027344,-153.23789978027344,1,275592,26287805,CC(C)(C)OC(=O)NCc1cn(CCN)nn1,57653,O=C(O)c1cc([N+](=O)[O-])[nH]n1,57653.0,O=C(O)c1cc([N+](=O)[O-])[nH]n1
NNC(=O)c1cc(S(=O)(=O)N(Cc2ccccc2)C(=O)C(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)c2ccccc2)ccc1O,86116,0,476,-153.2273406982422,0.0,1,240690,4167,NNC(=O)c1cc(S(=O)(=O)NCc2ccccc2)ccc1O,2238634,O=C(NC(C(=O)O)c1ccccc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,
Cn1nnnc1Sc1ccc(C(=O)N2CC(NC(=O)c3nc4cncnc4nc3O)C(n3ccnn3)C2)cc1[N+](=O)[O-],85147,0,122,-153.11488342285156,0.0,1,275592,24278857,CC(C)(C)OC(=O)N1CC(N)C(n2ccnn2)C1,3745451,O=C(O)c1nc2cncnc2nc1O,9617.0,Cn1nnnc1Sc1ccc(C(=O)O)cc1[N+](=O)[O-]
Cc1c([N+](=O)[O-])cc(C(=O)N(N)C(=O)c2cc(O)nc3ccc(S(=O)(=O)Nc4ccc(F)cc4)cc23)cc1[N+](=O)[O-],84854,1,17,-153.02113342285156,-153.02113342285156,1,22,8617323,Cc1c([N+](=O)[O-])cc(C(=O)NN)cc1[N+](=O)[O-],5870,O=C(O)c1cc(O)nc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc12,,
Cc1c(N(C(=O)CSc2nnc(N)s2)C(=O)c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3N3CCOCC3)c2)c(=O)n(-c2ccccc2)n1C,85920,1,407,-153.01669311523438,-153.01669311523438,1,22,6240,Cc1c(NC(=O)CSc2nnc(N)s2)c(=O)n(-c2ccccc2)n1C,4833,O=C(O)c1ccc(Cl)c(S(=O)(=O)Nc2ccccc2N2CCOCC2)c1,,
O=C(NC(CC(=O)N1CCC(CN(Cc2cccnc2)C(=O)c2cnncc2O)C1)c1ccccc1)c1ccc(O)cc1,85628,1,300,-152.95364379882812,-152.95364379882812,1,275592,11474955,CC(C)(C)OC(=O)N1CCC(CNCc2cccnc2)C1,3480992,O=C(O)c1cnncc1O,166063.0,O=C(O)CC(NC(=O)c1ccc(O)cc1)c1ccccc1
COc1ccc(C(CC(=O)Nc2ccc(CCc3nnn[nH]3)cc2)NS(=O)(=O)c2ccc(CNC(C)=O)cc2)cc1OC,84980,1,62,-152.92234802246094,-152.92234802246094,1,22,3100375,Nc1ccc(CCc2nnn[nH]2)cc1,15832,COc1ccc(C(CC(=O)O)NS(=O)(=O)c2ccc(CNC(C)=O)cc2)cc1OC,,
O=C(NCc1ccc(CNC(=O)c2ccnc3nn[nH]c23)c(F)c1)c1nc2[nH]c(-c3ccccc3)cc(=O)n2n1,85514,1,256,-152.853271484375,-152.853271484375,1,275592,22814031,CC(C)(C)OC(=O)NCc1ccc(CN)c(F)c1,3675840,O=C(O)c1ccnc2nn[nH]c12,691814.0,O=C(O)c1nc2[nH]c(-c3ccccc3)cc(=O)n2n1
O=C(NCC(NC(=O)c1cc([N+](=O)[O-])c2nsnc2c1)c1cc(F)cc(Cl)c1)c1cc([N+](=O)[O-])c2nsnc2c1,85722,1,335,-152.8240203857422,-152.8240203857422,1,275592,26168592,CC(C)(C)OC(=O)NC(CN)c1cc(F)cc(Cl)c1,11915916,O=C(O)c1cc([N+](=O)[O-])c2nsnc2c1,11915916.0,O=C(O)c1cc([N+](=O)[O-])c2nsnc2c1
Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1C(=O)NNC(=O)c1ccc(-n2cnnn2)cc1,85343,0,192,-152.81211853027344,0.0,1,22,13904,NNC(=O)c1ccc(-n2cnnn2)cc1,16965,Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1C(=O)O,,
CC(Nc1ccc(C(=O)NC2CN(C(=O)COc3nc(=O)[nH]c(=O)[nH]3)CC2c2ccc(F)cc2)cc1[N+](=O)[O-])c1ccccn1,85861,1,384,-152.80874633789062,-152.80874633789062,1,275592,22214695,CC(C)(C)OC(=O)NC1CNCC1c1ccc(F)cc1,24371379,O=C(O)COc1nc(=O)[nH]c(=O)[nH]1,2016301.0,CC(Nc1ccc(C(=O)O)cc1[N+](=O)[O-])c1ccccn1
Cc1cc(=O)c(C(=O)NCc2csc(CNC(=O)c3cc(-c4ccccc4[N+](=O)[O-])on3)n2)nn1-c1ccccc1[N+](=O)[O-],85691,1,324,-152.7859649658203,-152.7859649658203,1,275592,27029482,CC(C)(C)OC(=O)NCc1nc(CN)cs1,32416,Cc1cc(=O)c(C(=O)O)nn1-c1ccccc1[N+](=O)[O-],5574968.0,O=C(O)c1cc(-c2ccccc2[N+](=O)[O-])on1
O=C(NCc1ccc(-c2nnn[nH]2)cc1)c1ccc(OS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1,85364,1,201,-152.77894592285156,-152.77894592285156,1,22,2713462,NCc1ccc(-c2nnn[nH]2)cc1,8804,O=C(O)c1ccc(OS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1,,
O=C(NC(C(=O)NNC(=O)c1cc(S(=O)(=O)NCc2ccccc2)ccc1O)c1ccccc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,86115,0,476,-152.73158264160156,0.0,1,240690,4167,NNC(=O)c1cc(S(=O)(=O)NCc2ccccc2)ccc1O,2238634,O=C(NC(C(=O)O)c1ccccc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,
COc1ccc(C(CNC(=O)Cc2c(C)nn(-c3cncc4nnnn34)c2C)NC(=O)Cc2c(C)nn(-c3cncc4nnnn34)c2C)cc1,85340,1,191,-152.6797637939453,-152.6797637939453,1,275592,187126,COc1ccc(C(CN)NC(=O)OC(C)(C)C)cc1,10990201,Cc1nn(-c2cncc3nnnn23)c(C)c1CC(=O)O,10990201.0,Cc1nn(-c2cncc3nnnn23)c(C)c1CC(=O)O
COc1cc(OC)cc(C(=O)Nc2ccc(C(=O)N(CC3(N)CCCCCC3)C(=O)c3ccccc3-n3ccnn3)c(O)c2)c1,85256,1,161,-152.63739013671875,-152.63739013671875,1,240690,26708569,NC1(CNC(=O)c2ccccc2-n2ccnn2)CCCCCC1,94692,COc1cc(OC)cc(C(=O)Nc2ccc(C(=O)O)c(O)c2)c1,,
O=C(Nc1ccccc1C(=O)NC(c1nnn[nH]1)c1cc(F)ccc1F)c1ccc(Oc2ccccc2)cc1,85249,1,159,-152.54331970214844,-152.54331970214844,1,22,2167499,NC(c1nnn[nH]1)c1cc(F)ccc1F,3531418,O=C(Nc1ccccc1C(=O)O)c1ccc(Oc2ccccc2)cc1,,
COCCCN(C(=O)COC(=O)c1ccc(NS(=O)(=O)c2ccc(O)c([N+](=O)[O-])c2)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,84967,1,57,-152.52244567871094,-152.52244567871094,1,1458,2220,O=C(O)c1ccc(NS(=O)(=O)c2ccc(O)c([N+](=O)[O-])c2)cc1,10951,COCCCN(C(=O)CCl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,,
O=C(NCc1cc(C2CCN(C(=O)c3cnc(OCc4ccccc4)cn3)CC2)no1)c1cnc(OCc2ccccc2)cn1,85725,1,336,-152.4761199951172,-152.4761199951172,1,275592,22828593,CC(C)(C)OC(=O)N1CCC(c2cc(CN)on2)CC1,9231989,O=C(O)c1cnc(OCc2ccccc2)cn1,9231989.0,O=C(O)c1cnc(OCc2ccccc2)cn1
COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(F)c(C(=O)NNc2ccc(S(=O)(=O)Nc3nnn(C)n3)cc2)c1,85056,1,90,-152.4620819091797,-152.4620819091797,1,22,13485963,Cn1nnc(NS(=O)(=O)c2ccc(NN)cc2)n1,5748,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(F)c(C(=O)O)c1,,
O=C(NC1CN(C(=O)c2[nH]nc([N+](=O)[O-])c2Cl)CC1n1ccnn1)c1[nH]nc([N+](=O)[O-])c1Cl,85010,1,73,-152.45339965820312,-152.45339965820312,1,275592,24278857,CC(C)(C)OC(=O)N1CC(N)C(n2ccnn2)C1,2991363,O=C(O)c1[nH]nc([N+](=O)[O-])c1Cl,2991363.0,O=C(O)c1[nH]nc([N+](=O)[O-])c1Cl
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)NNC(=O)c1c[nH]nn1)C(C)C,85747,0,344,-152.3570098876953,0.0,1,22,2231589,NNC(=O)c1c[nH]nn1,4020798,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,,
COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(F)c(C(=O)N(c2nnn(C)n2)S(=O)(=O)c2ccc(NN)cc2)c1,85054,0,90,-152.26356506347656,0.0,1,22,13485963,Cn1nnc(NS(=O)(=O)c2ccc(NN)cc2)n1,5748,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(F)c(C(=O)O)c1,,
Cc1c(NC(=O)CSc2ccccc2C(=O)Nc2c(NCc3ccco3)c(=O)[nH]c(=O)n2Cc2ccccc2)c(=O)n(-c2ccccc2)n1C,84974,1,60,-152.233642578125,-152.233642578125,1,11,5942,Nc1c(NCc2ccco2)c(=O)[nH]c(=O)n1Cc1ccccc1,8563,Cc1c(NC(=O)CSc2ccccc2C(=O)O)c(=O)n(-c2ccccc2)n1C,,
Cc1c(NC(=O)CSc2ccccc2C(=O)N(Cc2ccco2)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)c(=O)n(-c2ccccc2)n1C,84975,0,60,-152.210693359375,0.0,1,11,5942,Nc1c(NCc2ccco2)c(=O)[nH]c(=O)n1Cc1ccccc1,8563,Cc1c(NC(=O)CSc2ccccc2C(=O)O)c(=O)n(-c2ccccc2)n1C,,
O=C(NCc1nnc(C2CCCN(C(=O)c3n[nH]cc3[N+](=O)[O-])C2)[nH]1)c1ccc2nnnn2c1,86120,1,477,-152.19190979003906,-152.19190979003906,1,275592,27030975,CC(C)(C)OC(=O)NCc1nnc(C2CCCNC2)[nH]1,69754,O=C(O)c1n[nH]cc1[N+](=O)[O-],3048368.0,O=C(O)c1ccc2nnnn2c1
O=C(NCc1cc(C2CCN(C(=O)c3cc(-c4ccccc4[N+](=O)[O-])on3)CC2)no1)c1n[nH]c2ccc([N+](=O)[O-])cc12,86060,1,456,-152.1835479736328,-152.1835479736328,1,275592,22828593,CC(C)(C)OC(=O)N1CCC(c2cc(CN)on2)CC1,230456,O=C(O)c1n[nH]c2ccc([N+](=O)[O-])cc12,5574968.0,O=C(O)c1cc(-c2ccccc2[N+](=O)[O-])on1
